0.000000,-1.604534
0.100000,-1.585495
0.200000,-1.566063
0.300000,-1.546223
0.400000,-1.525957
0.500000,-1.505248
0.600000,-1.484078
0.700000,-1.462426
0.800000,-1.440272
0.900000,-1.417596
1.000000,-1.394376
1.100000,-1.370589
1.200000,-1.346213
1.300000,-1.321223
1.400000,-1.295598
1.500000,-1.269312
1.600000,-1.242345
1.700000,-1.214674
1.800000,-1.186279
1.900000,-1.157142
2.000000,-1.127249
2.100000,-1.096590
2.200000,-1.065159
2.300000,-1.032959
2.400000,-1.000000
2.500000,-0.966301
2.600000,-0.931892
2.700000,-0.896817
2.800000,-0.861131
2.900000,-0.824903
3.000000,-0.788215
3.100000,-0.751163
3.200000,-0.713849
3.300000,-0.676388
3.400000,-0.638897
3.500000,-0.601493
3.600000,-0.564291
3.700000,-0.527402
3.800000,-0.490924
3.900000,-0.454948
4.000000,-0.419548
4.100000,-0.384788
4.200000,-0.350716
4.300000,-0.317370
4.400000,-0.284775
4.500000,-0.252944
4.600000,-0.221885
4.700000,-0.191596
4.800000,-0.162069
4.900000,-0.133291
5.000000,-0.105247
5.100000,-0.077917
5.200000,-0.051281
5.300000,-0.025316
5.400000,-0.000000
5.500000,0.024692
5.600000,0.048781
5.700000,0.072293
5.800000,0.095248
5.900000,0.117670
6.000000,0.139579
6.100000,0.160997
6.200000,0.181943
6.300000,0.202436
6.400000,0.222495
6.500000,0.242136
6.600000,0.261377
6.700000,0.280233
6.800000,0.298720
6.900000,0.316851
7.000000,0.334640
7.100000,0.352100
7.200000,0.369244
7.300000,0.386083
7.400000,0.402628
7.500000,0.418890
7.600000,0.434879
7.700000,0.450605
7.800000,0.466076
7.900000,0.481302
8.000000,0.496290
8.100000,0.511048
8.200000,0.525584
8.300000,0.539906
8.400000,0.554019
8.500000,0.567932
8.600000,0.581648
8.700000,0.595176
8.800000,0.608520
8.900000,0.621685
9.000000,0.634678
9.100000,0.647503
9.200000,0.660164
9.300000,0.672668
9.400000,0.685016
9.500000,0.697215
9.600000,0.709268
9.700000,0.721180
9.800000,0.732952
9.900000,0.744590
10.000000,0.756097
10.100000,0.767476
10.200000,0.778731
10.300000,0.789863
10.400000,0.800877
10.500000,0.811775
10.600000,0.822561
10.700000,0.833235
10.800000,0.843802
10.900000,0.854264
11.000000,0.864623
11.100000,0.874881
11.200000,0.885040
11.300000,0.895104
11.400000,0.905073
11.500000,0.914950
11.600000,0.924737
11.700000,0.934436
11.800000,0.944048
11.900000,0.953575
12.000000,0.963020
12.100000,0.972383
12.200000,0.981666
12.300000,0.990872
12.400000,1.000000
12.500000,1.009054
12.600000,1.018034
12.700000,1.026941
12.800000,1.035778
12.900000,1.044545
13.000000,1.053244
13.100000,1.061875
13.200000,1.070441
13.300000,1.078941
13.400000,1.087378
13.500000,1.095753
13.600000,1.104066
13.700000,1.112319
13.800000,1.120513
13.900000,1.128648
14.000000,1.136725
14.100000,1.144747
14.200000,1.152713
14.300000,1.160624
14.400000,1.168481
14.500000,1.176286
14.600000,1.184038
14.700000,1.191740
14.800000,1.199391
14.900000,1.206992
15.000000,1.214544
15.100000,1.222048
15.200000,1.229505
15.300000,1.236915
15.400000,1.244279
15.500000,1.251598
15.600000,1.258871
15.700000,1.266101
15.800000,1.273288
15.900000,1.280431
16.000000,1.287533
16.100000,1.294592
16.200000,1.301611
16.300000,1.308589
16.400000,1.315528
16.500000,1.322427
16.600000,1.329287
16.700000,1.336108
16.800000,1.342892
16.900000,1.349639
17.000000,1.356349
17.100000,1.363022
17.200000,1.369659
17.300000,1.376261
17.400000,1.382828
17.500000,1.389361
17.600000,1.395859
17.700000,1.402324
17.800000,1.408755
17.900000,1.415154
18.000000,1.421520
18.100000,1.427854
18.200000,1.434156
18.300000,1.440427
18.400000,1.446667
18.500000,1.452876
18.600000,1.459055
18.700000,1.465205
18.800000,1.471325
18.900000,1.477415
19.000000,1.483477
19.100000,1.489510
19.200000,1.495515
19.300000,1.501492
19.400000,1.507442
19.500000,1.513364
19.600000,1.519259
19.700000,1.525128
19.800000,1.530970
19.900000,1.536786
20.000000,1.542576
20.100000,1.548341
20.200000,1.554080
20.300000,1.559794
20.400000,1.565484
20.500000,1.571149
20.600000,1.576790
20.700000,1.582406
20.800000,1.587999
20.900000,1.593569
21.000000,1.599115
21.100000,1.604638
21.200000,1.610139
21.300000,1.615616
21.400000,1.621072
21.500000,1.626505
21.600000,1.631916
21.700000,1.637306
21.800000,1.642674
21.900000,1.648021
22.000000,1.653347
22.100000,1.658651
22.200000,1.663935
22.300000,1.669199
22.400000,1.674442
22.500000,1.679665
22.600000,1.684868
22.700000,1.690052
22.800000,1.695216
22.900000,1.700360
23.000000,1.705485
23.100000,1.710591
23.200000,1.715678
23.300000,1.720747
23.400000,1.725797
23.500000,1.730829
23.600000,1.735842
23.700000,1.740837
23.800000,1.745815
23.900000,1.750774
24.000000,1.755716
24.100000,1.760641
24.200000,1.765548
24.300000,1.770438
24.400000,1.775311
24.500000,1.780168
24.600000,1.785007
24.700000,1.789830
24.800000,1.794637
24.900000,1.799427
25.000000,1.804201
25.100000,1.808959
25.200000,1.813701
25.300000,1.818427
25.400000,1.823137
25.500000,1.827832
25.600000,1.832512
25.700000,1.837176
25.800000,1.841826
25.900000,1.846460
26.000000,1.851079
26.100000,1.855683
26.200000,1.860273
26.300000,1.864848
26.400000,1.869408
26.500000,1.873955
26.600000,1.878487
26.700000,1.883004
26.800000,1.887508
26.900000,1.891998
27.000000,1.896474
27.100000,1.900936
27.200000,1.905385
27.300000,1.909820
27.400000,1.914242
27.500000,1.918650
27.600000,1.923045
27.700000,1.927427
27.800000,1.931796
27.900000,1.936152
28.000000,1.940496
28.100000,1.944826
28.200000,1.949144
28.300000,1.953449
28.400000,1.957742
28.500000,1.962022
28.600000,1.966290
28.700000,1.970546
28.800000,1.974789
28.900000,1.979021
29.000000,1.983240
29.100000,1.987448
29.200000,1.991644
29.300000,1.995828
29.400000,2.000000
29.500000,2.004161
29.600000,2.008311
29.700000,2.012449
29.800000,2.016575
29.900000,2.020691
30.000000,2.024795
30.100000,2.028888
30.200000,2.032970
30.300000,2.037041
30.400000,2.041101
30.500000,2.045150
30.600000,2.049189
30.700000,2.053217
30.800000,2.057234
30.900000,2.061241
